,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
176,Princeton,Ivy,,14,14,60.7,58,2.68,,-1.08,,-2.04,3.64,1.59,80.68,81.36,-0.68
177,Illinois-Chicago,Horizon,,14,16,60.9,62.3,-1.4,,3.57,,-0.37,1.94,1.57,78.65,79.66,-1.02
178,New Orleans,Sun Belt,,14,17,58.6,60.2,-1.52,,2.99,,-2.74,4.22,1.48,77.23,79.01,-1.78
179,Colorado State,MWC,,10,21,59.1,65,-5.84,,7.5,,1.37,0.06,1.43,77.83,79.58,-1.76
180,Chicago State,Ind,,16,13,62.9,62.1,0.79,,-0.34,,1.64,-0.7,0.95,72.2,76.47,-4.27
181,William & Mary,CAA,,14,17,61.2,62.1,-0.9,,2.27,,1.26,-0.32,0.94,78.59,79.92,-1.32
182,Quinnipiac,NEC,,18,11,64.8,61.4,3.41,,-2,,2.13,-1.2,0.93,83.16,84.29,-1.14
183,Georgia State,CAA,,12,18,61.8,61.2,0.6,,1.64,,1.33,-0.45,0.88,78.49,80.8,-2.31
184,Dartmouth,Ivy,,18,11,56.6,56,0.59,,0.73,,-6.59,7.38,0.8,76.96,77.78,-0.82
185,Mercer,A-Sun,,17,14,66.6,64.9,1.65,,-1.51,,3.39,-2.77,0.63,80.83,83.05,-2.22
186,Iona,MAAC,,18,13,63.6,61,2.58,,-2.03,,0.51,0.04,0.55,77.23,79.16,-1.93
187,Troy,Sun Belt,,16,14,61.8,62.3,-0.53,,2.43,,-0.77,1.12,0.36,76.19,79.67,-3.49
188,Fairfield,MAAC,,18,13,60.3,57.4,2.9,,-2.56,,-3.8,4.14,0.34,79.14,81.21,-2.07
189,Murray State,OVC,,23,9,76.4,70.4,5.94,,-2.87,,10.53,-10.36,0.16,91,93.83,-2.83
190,Wichita State,MVC,,13,18,59.9,63.4,-3.48,,3.63,,-1.28,1.43,0.15,75.46,79.2,-3.74
191,Morehead State,OVC,,17,14,67.1,64.8,2.32,,-1.61,,1.71,-1.6,0.11,77.51,80.41,-2.9
192,Utah State,WAC,,16,15,58.3,57.9,0.39,,-0.44,,-4.56,4.61,0.04,74.22,77.65,-3.42
193,Idaho,WAC,,13,15,58.9,59.5,-0.57,,1.01,,-4.22,4.15,-0.07,75.49,78.99,-3.51
194,Massachusetts,A-10,,12,18,63.3,67.8,-4.5,,5,,4.1,-4.2,-0.1,83.22,86.17,-2.95
195,Southern Illinois,MVC,,9,19,60,66.6,-6.61,,6.73,,-0.47,0.31,-0.16,79.51,83.91,-4.4
196,Boise State,WAC,,16,15,61.7,62.8,-1.1,,1.04,,-0.72,0.35,-0.38,73.49,77.48,-4
197,Southeastern Louisiana,Southland,,19,11,65,57.8,7.17,,-4.54,,-2.09,1.59,-0.5,71.34,77.22,-5.88
198,Kansas City,Summit,,12,18,61.6,65.6,-4.07,,4.32,,0.78,-1.35,-0.57,66.14,74.65,-8.51
199,Cal State Fullerton,Big West,,10,20,62.5,65.2,-2.67,,1.69,,1.19,-1.78,-0.59,79.83,84.06,-4.23
200,Pacific,Big West,,14,16,64,66.2,-2.23,,1.47,,1.51,-2.11,-0.6,77.81,81.91,-4.1
201,Davidson,Southern,,12,18,65.4,68.1,-2.73,,2.13,,4.63,-5.24,-0.61,82.38,85.63,-3.25
202,Western Michigan,MAC,,7,23,63.4,69.5,-6.1,,5.61,,0.85,-1.51,-0.66,80.26,83.66,-3.4
203,Purdue Fort Wayne,Summit,,9,21,60.2,67.6,-7.43,,6.34,,1.55,-2.64,-1.1,76.15,83.19,-7.04
204,La Salle,A-10,,10,19,57.1,61.2,-4.14,,2.97,,-3.15,1.98,-1.17,80.34,85.82,-5.48
205,Austin Peay,OVC,,17,16,65.5,66.5,-0.91,,0.45,,1.46,-2.63,-1.18,79.84,84.39,-4.55
206,Bucknell,Patriot,,16,12,59,57.6,1.36,,-2.59,,-3.95,2.72,-1.23,77.79,82.23,-4.44
207,North Texas,Sun Belt,,11,20,66.5,71.5,-5.03,,3.77,,5.02,-6.29,-1.27,77.49,82.39,-4.9
208,Monmouth,NEC,,18,13,56.1,54.9,1.23,,-2.1,,-7.42,5.99,-1.43,76.01,80.59,-4.58
209,Florida Atlantic,Sun Belt,,12,17,62,67.6,-5.52,,4.07,,0.77,-2.22,-1.45,78.98,84.39,-5.41
210,Georgia Southern,Southern,,16,14,56,57.6,-1.57,,-0.58,,-5.87,4.37,-1.5,76.58,80.98,-4.4
211,Army,Patriot,,19,12,54.9,53.2,1.74,,-2.24,,-8.4,6.86,-1.54,73.73,78.8,-5.06
212,Akron,MAC,,11,19,59.5,65.9,-6.33,,4.76,,-2.99,1.41,-1.58,76.01,81.61,-5.59
213,Belmont,A-Sun,,18,13,61.1,59.5,1.58,,-3.36,,-2.14,0.52,-1.62,75.86,80.73,-4.87
214,Western Illinois,Summit,,9,21,53.2,60.8,-7.63,,6.73,,-7.25,5.49,-1.76,62.21,73.54,-11.33
215,Holy Cross,Patriot,,13,17,60.7,63.2,-2.5,,1.42,,0.3,-2.12,-1.82,79.91,86.16,-6.25
216,Buffalo,MAC,,8,24,64.3,69.8,-5.47,,4.05,,2.17,-4.12,-1.95,78.46,84.08,-5.62
217,Southern Utah,Summit,,9,20,60.6,65.4,-4.83,,4.51,,-0.7,-1.29,-1.99,65.05,76.07,-11.02
218,Eastern Michigan,MAC,,8,21,62.9,68.2,-5.38,,5.44,,-1.44,-0.57,-2,74.89,80.5,-5.61
219,Montana State,Big Sky,,15,15,74.1,74.6,-0.43,,0.87,,8.6,-10.72,-2.13,83.99,89.46,-5.47
220,Detroit Mercy,Horizon,,12,19,57.2,64.1,-6.9,,4.72,,-1.75,-0.44,-2.19,75.22,82.3,-7.08
221,UNC Greensboro,Southern,,13,18,57.4,59.9,-2.48,,-0.33,,-5.14,2.77,-2.37,71.58,77.11,-5.54
222,Northeastern,CAA,,12,19,57,62.3,-5.26,,2.87,,-3.82,1.43,-2.39,78.95,85.19,-6.24
223,Saint Francis (PA),NEC,,15,17,67.5,68.6,-1.13,,-1.59,,3.56,-6.11,-2.55,80.29,86.11,-5.82
224,Southeast Missouri State,OVC,,15,15,60.1,58.8,1.27,,-1.55,,-5,2.41,-2.59,74.94,82,-7.06
225,Lamar,Southland,,20,11,66.5,63.5,3.1,,-3.86,,-1.26,-1.38,-2.64,76.36,83.84,-7.47
226,Florida International,Sun Belt,,6,24,53.5,63.2,-9.7,,6.87,,-6.71,3.88,-2.83,70.17,77.64,-7.47
227,Robert Morris,NEC,,13,18,63.8,63.8,-0.03,,-2.26,,-0.5,-2.34,-2.84,78.93,85.3,-6.37
228,Rhode Island,A-10,,10,21,54,61.6,-7.68,,5.09,,-6.76,3.68,-3.08,72.55,80.12,-7.57
229,Columbia,Ivy,,13,15,65,65,0.07,,-3.26,,1.02,-4.58,-3.55,81.3,88.77,-7.47
230,Memphis,CUSA,,12,18,61.7,69.3,-7.57,,3.85,,-0.06,-3.66,-3.72,73.86,82.12,-8.26
231,UAB,CUSA,,10,20,60.3,68.8,-8.57,,4.83,,-1.59,-2.15,-3.74,76.97,85.75,-8.78
232,Saint Mary's,WCC,,11,19,66.1,75.4,-9.27,,5.91,,5.97,-9.74,-3.77,76.63,83.63,-7
233,Navy,Patriot,,16,15,58,58.2,-0.19,,-3.52,,-4.54,0.68,-3.85,77.91,86.24,-8.33
234,Fordham,A-10,,8,21,52.9,58.6,-5.69,,3.28,,-8.8,4.82,-3.98,71.94,81.08,-9.14
235,Tennessee State,OVC,,18,13,67,65.4,1.61,,-4.06,,1.19,-5.21,-4.03,75.3,83.99,-8.68
236,Central Connecticut State,NEC,,18,14,64.9,65.1,-0.13,,-4.1,,-0.41,-3.65,-4.06,80.82,88.43,-7.6
237,Long Beach State,Big West,,8,21,61.1,67.5,-6.41,,1.83,,1.15,-5.39,-4.24,77.59,86.97,-9.38
238,Saint Peter's,MAAC,,13,15,58.3,59.3,-1.04,,-3.27,,-5.58,1.27,-4.31,71.72,80.12,-8.4
239,Tennessee Tech,OVC,,9,21,63.1,67.6,-4.43,,0.11,,0.05,-4.38,-4.33,75.74,84.91,-9.17
240,Mount St. Mary's,NEC,,14,16,58,58.2,-0.23,,-4.43,,-6.81,2.17,-4.64,74.62,83.25,-8.63
241,Tulsa,CUSA,,7,22,55.6,63.6,-8,,4.48,,-6.14,1.44,-4.7,70,80.75,-10.75
242,Rice,CUSA,,7,23,59.4,68.9,-9.47,,4.7,,-1.49,-3.28,-4.77,70.12,79.28,-9.16
243,Florida A&M,MEAC,,14,17,60.1,59.9,0.16,,-4.14,,-5.42,0.63,-4.79,63.98,75.06,-11.08
244,Binghamton,AmEast,,14,17,60.2,64.1,-3.87,,-0.59,,-3.74,-1.08,-4.82,74.55,84,-9.45
245,New Mexico State,WAC,,9,22,60.8,67.4,-6.61,,1.51,,-0.69,-4.42,-5.11,76.77,86.91,-10.14
246,Northwestern State,Southland,,18,13,67.2,64.9,2.23,,-4.86,,1.1,-6.31,-5.21,69.07,80.19,-11.12
247,Delaware State,MEAC,,15,15,53.4,54,-0.6,,-3.31,,-12.96,7.69,-5.27,65.41,75.65,-10.24
248,Stephen F. Austin,Southland,,15,14,64.3,65.1,-0.86,,-2.36,,-2.21,-3.11,-5.32,71.9,83.14,-11.25
249,Hawaii,WAC,,8,23,57.5,65.9,-8.42,,3.55,,-3.46,-1.93,-5.39,73.49,84.66,-11.17
250,Idaho State,Big Sky,,11,20,61.6,67,-5.39,,0.77,,-2.99,-2.41,-5.4,76.98,88.19,-11.21
251,Northern Colorado,Big Sky,,12,18,64.4,66.8,-2.43,,0.5,,-1.19,-4.31,-5.5,76.72,88.58,-11.87
252,Morgan State,MEAC,,17,13,63,61.4,1.63,,-6.47,,-2.17,-3.54,-5.71,72.43,83.01,-10.58
253,Eastern Washington,Big Sky,,10,19,63.9,68.5,-4.55,,0.49,,-0.4,-5.33,-5.73,79.79,91.55,-11.77
254,Santa Clara,WCC,,4,27,53,62.3,-9.35,,3.61,,-9.64,3.91,-5.73,69.74,81.57,-11.83
255,Loyola (IL),Horizon,,8,21,60.7,68.7,-8,,5.24,,-1.67,-4.48,-6.15,77.08,89.14,-12.07
256,Maryland-Baltimore County,AmEast,,14,16,69.4,73.5,-4.1,,-2.05,,6.09,-12.25,-6.15,76.65,87.91,-11.26
257,Manhattan,MAAC,,10,20,61.9,66.2,-4.3,,-2.07,,-1.36,-5,-6.37,78.57,89.71,-11.14
258,Furman,Southern,,12,18,62.1,65.2,-3.1,,-1.35,,-2.68,-3.75,-6.42,77.15,89.14,-11.99
259,Siena,MAAC,,10,18,59.8,66.7,-6.93,,0.5,,-3.37,-3.05,-6.43,75.14,86.55,-11.41
260,Yale,Ivy,,11,17,62.2,66.2,-4,,-1.62,,-0.32,-6.15,-6.47,73.04,85.72,-12.68
261,Lafayette,Patriot,,10,22,56,62.7,-6.69,,1.53,,-5.34,-1.2,-6.53,73.63,86.2,-12.56
262,Sacramento State,Big Sky,,9,21,62.2,69.2,-7.07,,0.42,,-0.72,-5.93,-6.65,75.46,88.53,-13.07
263,Hampton,MEAC,,16,16,63.4,65.1,-1.69,,-4.05,,-1.86,-4.99,-6.85,72.53,84.65,-12.12
264,Weber State,Big Sky,,10,19,62.5,69.1,-6.55,,-0.06,,-1.62,-5.59,-7.21,76.48,90.15,-13.67
265,Northern Arizona,Big Sky,,9,21,60.4,69.3,-8.9,,1.14,,-3.92,-3.35,-7.28,71.9,85.62,-13.71
266,San Francisco,WCC,,7,22,57.3,67.2,-9.9,,3.98,,-5.2,-2.14,-7.34,74.72,88.57,-13.85
267,Cal State Northridge,Big West,,8,23,59.8,68.8,-9.03,,0.75,,-1.49,-5.94,-7.43,71.65,84.65,-13
268,McNeese,Southland,,14,16,62.2,63.3,-1.13,,-4.33,,-5.63,-1.85,-7.49,66.56,80.22,-13.66
269,High Point,Big South,,15,16,65.6,63.6,2.03,,-4.3,,-1.3,-6.3,-7.59,73.29,86.28,-12.99
270,Texas State,Southland,,12,16,62.2,65.8,-3.57,,0.27,,-1.18,-6.51,-7.69,75.08,88.27,-13.19
271,Winthrop,Big South,,16,16,55.4,56.5,-1.06,,-2.92,,-10.6,2.76,-7.84,70.69,83.51,-12.83
272,Long Island University,NEC,,9,20,53.9,57.9,-3.97,,-4.08,,-10.93,2.88,-8.04,67.65,81.95,-14.3
273,Coppin State,MEAC,,14,15,56.2,62,-5.76,,-0.94,,-8.43,0.14,-8.3,65.8,80.39,-14.59
274,Cornell,Ivy,,10,16,56.2,62.3,-6.12,,-2.68,,-6.64,-1.71,-8.35,72.86,87.42,-14.56
275,Pennsylvania,Ivy,,9,19,56.1,62.8,-6.64,,-1.79,,-6.36,-2.07,-8.43,74.22,89.47,-15.26
276,Albany (NY),AmEast,,6,25,57.2,64.3,-7.1,,-1.47,,-5.3,-3.14,-8.44,74.55,89.26,-14.71
277,Southern,SWAC,,17,14,54,55,-0.94,,-5.55,,-9.92,0.76,-9.16,64.95,80.2,-15.26
278,Rider,MAAC,,10,20,59.6,65.5,-5.93,,-3.41,,-4.39,-4.96,-9.34,73.29,88.3,-15.01
279,Gardner-Webb,Big South,,17,15,57.9,59.6,-1.69,,-5.09,,-4.28,-5.1,-9.37,73.78,89.51,-15.73
280,Charleston Southern,Big South,,12,18,69.1,71.6,-2.47,,-3.57,,4.12,-13.74,-9.62,71.92,90.43,-18.5
281,Campbell,A-Sun,,12,18,57.1,61.9,-4.83,,-4.24,,-8.66,-1.74,-10.4,68.67,84.29,-15.62
282,Appalachian State,Southern,,9,22,59.4,69.4,-10.03,,-0.4,,-3.57,-6.87,-10.43,71.03,88,-16.97
283,Coastal Carolina,Big South,,16,14,58.3,58.5,-0.27,,-5.27,,-7.56,-2.92,-10.47,71.84,89.6,-17.76
284,Loyola (MD),MAAC,,10,20,57.5,68.7,-11.2,,0.34,,-5.53,-5.33,-10.86,70.15,88.05,-17.9
285,Sam Houston,Southland,,9,20,67.5,78,-10.48,,0.14,,3.94,-14.79,-10.86,71.36,88.32,-16.96
286,UC Irvine,Big West,,7,23,49.5,62.6,-13.1,,1.5,,-12.84,1.95,-10.89,65.2,85.48,-20.28
287,Texas A&M-Corpus Christi,Southland,,11,19,60.4,66.6,-6.2,,-2.6,,-5.32,-5.69,-11.01,69.67,87.72,-18.05
288,Maryland-Eastern Shore,MEAC,,15,14,60.4,64.9,-4.52,,-5.38,,-6.57,-4.77,-11.34,70.94,88.03,-17.08
289,New Hampshire,AmEast,,8,23,55.3,67.2,-11.87,,0.83,,-8,-3.34,-11.34,69.23,87.85,-18.62
290,George Mason,CAA,,4,26,52.3,66.2,-13.83,,2.57,,-7.43,-3.97,-11.39,69.43,87.94,-18.51
291,Radford,Big South,,10,18,57,63.4,-6.36,,-1.19,,-7.4,-4.14,-11.55,68.39,87.31,-18.92
292,Wofford,Southern,,5,24,62.4,71.1,-8.72,,-1.25,,-1.67,-9.91,-11.58,67.45,84.54,-17.09
293,FDU,NEC,,10,20,56.2,63.4,-7.27,,-3.93,,-7.26,-4.44,-11.7,68.4,87.98,-19.58
294,Stony Brook,AmEast,,6,23,56.1,68.4,-12.31,,0.52,,-6.22,-5.57,-11.79,67.66,86.36,-18.7
295,Lipscomb,A-Sun,,6,24,56.5,66.7,-10.17,,-1.35,,-8.65,-3.28,-11.94,66.49,85.6,-19.12
296,Louisiana,Sun Belt,,3,27,54.9,68.6,-13.7,,1.65,,-6.5,-5.56,-12.05,63.43,84.66,-21.23
297,Stetson,A-Sun,,8,22,59.2,67.8,-8.57,,-1.28,,-6.51,-5.58,-12.09,67.41,86.53,-19.13
298,Arkansas-Pine Bluff,SWAC,,12,19,59.9,66.6,-6.68,,-5.52,,-4.05,-8.34,-12.39,68.13,87.98,-19.85
299,Mississippi Valley State,SWAC,,13,19,56.2,61.5,-5.25,,-5.94,,-8.09,-4.31,-12.39,60.16,81.15,-20.99
300,Texas-Rio Grande Valley,Ind,,14,16,55.3,57.8,-2.5,,-3.12,,-16.02,3.6,-12.41,65.2,86.4,-21.21
301,Bethune-Cookman,MEAC,,12,17,63.4,64.4,-1,,-8.81,,-2.95,-9.63,-12.59,60.4,80.81,-20.41
302,Air Force,MWC,,4,26,48.4,64.1,-15.67,,6.81,,-11.94,-0.73,-12.67,66.15,90.34,-24.19
303,Jacksonville State,OVC,,7,23,57.8,67.9,-10.1,,-2.61,,-6.63,-7.16,-13.8,64.9,85.51,-20.61
304,Howard,MEAC,,9,22,53.3,60,-6.71,,-6.02,,-13.84,-0.18,-14.02,63.56,86.31,-22.76
305,Eastern Kentucky,OVC,,7,20,56.9,66.8,-9.89,,-0.71,,-9.17,-4.93,-14.1,66.12,88.95,-22.84
306,Elon,Southern,,5,26,55.9,68,-12.1,,0.69,,-7.65,-6.48,-14.13,66.34,87.31,-20.97
307,Jackson State,SWAC,,8,20,58.5,64.2,-5.71,,-7.58,,-7.29,-6.85,-14.14,65.89,88.75,-22.87
308,UNC Asheville,Big South,,10,20,57.6,65.2,-7.63,,-3.62,,-6.98,-7.28,-14.26,65.29,88.38,-23.08
309,Alabama State,SWAC,,14,16,53.7,60.3,-6.63,,-7.88,,-12.49,-2.14,-14.64,66.14,89.33,-23.19
310,Wagner,NEC,,7,22,57.7,69,-11.31,,-2.91,,-6,-8.72,-14.72,68.03,90.85,-22.82
311,Grambling,SWAC,,8,21,55.9,64.4,-8.55,,-6.3,,-8.88,-5.99,-14.87,60.72,83.89,-23.17
312,Alabama A&M,SWAC,,11,18,52.3,62.2,-9.9,,-7.18,,-11.47,-3.47,-14.93,62.66,85.02,-22.36
313,San Jose State,WAC,,2,28,52.2,69.9,-17.7,,1.56,,-10.07,-5.51,-15.58,64.36,88.99,-24.63
314,Texas Southern,SWAC,,10,20,50.1,58.3,-8.13,,-8.08,,-14.95,-0.75,-15.7,59.8,85.28,-25.48
315,Maine,AmEast,,5,25,52,67.1,-15.1,,-0.38,,-11.57,-4.15,-15.72,63.78,88.26,-24.47
316,Youngstown State,Horizon,,3,27,50.2,70.1,-19.97,,4.11,,-10.98,-4.87,-15.85,64.3,89.65,-25.35
317,St. Francis (NY),NEC,,4,25,53.1,64.9,-11.76,,-4.62,,-11.35,-5.52,-16.87,65.18,91.83,-26.65
318,Tennessee-Martin,OVC,,2,27,52.1,66.6,-14.52,,-1.74,,-12.71,-4.33,-17.03,62.57,89.51,-26.94
319,Niagara,MAAC,,3,28,55.9,74.8,-18.94,,1.3,,-6.18,-11.46,-17.64,67.5,93.38,-25.88
320,Colgate,Patriot,,5,25,50.5,63.5,-12.97,,-4.67,,-13.7,-4.12,-17.82,65.55,95.72,-30.17
321,South Carolina State,MEAC,,6,23,61,70.3,-9.38,,-8.14,,-6.58,-12.04,-18.62,67.05,95.52,-28.47
322,Brown,Ivy,,3,25,49.4,68.8,-19.43,,-0.02,,-13.29,-6.95,-20.24,61.47,93.03,-31.57
323,Alcorn State,SWAC,,5,26,49.9,65.4,-15.55,,-5.62,,-14.28,-6.88,-21.17,58.63,90.54,-31.91
324,Norfolk State,MEAC,,1,27,55.4,80,-24.61,,-4.89,,-9.65,-21.24,-30.89,57.05,99.03,-41.98
325,Nicholls State,Southland,,2,25,52.7,80.9,-28.11,,-1.47,,-12.5,-19.13,-31.63,50.08,92.71,-42.63
326,Bryant,Ind,,11,18,61,65,-3.97,,-8.19,,-20.1,0.26,-19.84,52.91,83.2,-30.28
327,Cal State Bakersfield,Ind,,19,10,73.9,69.6,4.24,,-6.95,,-9.3,-11.08,-20.39,56.52,85.26,-28.74
328,Centenary (LA),Summit,,4,25,49.6,62.1,-12.52,,-5.94,,-19.17,-1.25,-20.43,45.66,77.36,-31.7
329,Central Arkansas,Southland,,6,23,59.4,70.9,-11.48,,-10.29,,-11.2,-9.62,-20.82,60.22,90.21,-29.98
330,Florida Gulf Coast,A-Sun,,26,5,74.7,62.1,12.65,,-5.61,,-18.59,-2.8,-21.39,53.63,86.14,-32.51
331,Kennesaw State,A-Sun,,15,14,66.9,66.1,0.86,,-10.35,,-21.34,-0.09,-21.43,15.25,36.07,-20.83
332,NJIT,Ind,,8,21,60.5,65.4,-4.93,,-10.83,,-9.68,-12.31,-21.98,58.59,88.62,-30.03
333,North Carolina Central,Ind,,10,17,53.8,67.6,-13.74,,-8.91,,-16.9,-5.67,-22.57,54.73,87.74,-33.01
334,North Dakota,Ind,,18,11,76.7,39.9,36.79,,-10.42,,-10.13,-12.58,-22.7,61.93,94.78,-32.85
335,North Florida,A-Sun,,8,21,52.1,61,-8.9,,-8.24,,-13.1,-9.8,-22.9,47.96,81.22,-33.25
336,Presbyterian,Big South,,4,25,44.3,60.2,-15.97,,-10.41,,-12.92,-10.49,-23.41,51.48,83.99,-32.51
337,Savannah State,Ind,,9,22,51.7,69.1,-17.41,,-6.25,,-16.37,-8.52,-24.89,46.43,83.06,-36.62
338,Seattle,Ind,,20,9,69.3,31.8,37.52,,-6.91,,-17.48,-8.43,-25.91,55.67,94.78,-39.12
339,SIU Edwardsville,Ind,,5,24,59.9,44.7,15.17,,-10.98,,-13.54,-12.52,-26.06,55.21,92.55,-37.34
340,South Carolina Upstate,A-Sun,,13,16,64.2,67.7,-3.41,,-12.95,,-20,-6.13,-26.12,50.18,87.04,-36.86
341,South Dakota,Ind,,18,11,66.5,58.2,8.24,,-1.05,,-15.29,-11.55,-26.85,54.11,93.17,-39.06
342,Utah Valley,Ind,,17,10,73,69,4,,-8.44,,-12.24,-21.93,-34.17,51.57,96.41,-44.85
